name,abbrv,color,affiliation,coauthored
Dave Levin,D. Levin,#00bfff,University of Maryland - College Park,1
Taejoong Chung,T. Chung,#00bfff,Rochester Institute of Technology,1
Christo Wilson,C. Wilson,#00bfff,Northeastern University,1
Alan Mislove,A. Mislove,#00bfff,Northeastern University,1
Haifeng Yu,H. Yu,#00bfff,National University of Singapore,1
Phillip Gibbons,P. Gibbons,#00bfff,none,1
Yih-Chun Hu,Y. Hu,#00bfff,Univ. of Illinois at Urbana-Champaign,1
Elaine Shi,E. Shi,#00bfff,Cornell University,1
Adrian Perrig,A. Perrig,#00bfff,ETH Zurich,1
Dina Katabi,D. Katabi,#00bfff,Massachusetts Institute of Technology,1
Bryan Parno,B. Parno,#00bfff,Carnegie Mellon University,1
Peter Druschel,P. Druschel,#00bfff,Max Planck Institute,1
Andreas Haeberlen,A. Haeberlen,#00bfff,University of Pennsylvania,1
Scott Shenker,S. Shenker,#00bfff,University of California - Berkeley,1
Vyas Sekar,V. Sekar,#00bfff,Carnegie Mellon University,1
Michael Reiter,M. Reiter,#00bfff,none,1
Anupam Gupta,A. Gupta,#ffff00,Carnegie Mellon University,1
Hari Balakrishnan,H. Balakrishnan,#00bfff,Massachusetts Institute of Technology,1
John Guttag,J. Guttag,#32CD32,none,1
Anja Feldmann,A. Feldmann,#00bfff,Max Planck Institute,1
Mira Gonen,M. Gonen,#ffff00,Ariel University,0
Meina Kan,M. Kan,#32CD32,Chinese Academy of Sciences,1
Hong Chang,H. Chang,#32CD32,Chinese Academy of Sciences,1
Zhanpeng Jin,Z. Jin,#00bfff,University at Buffalo,1
Wenyao Xu,W. Xu,#00bfff,University at Buffalo,1
Brian Kocoloski,B. Kocoloski,#00bfff,Washington University in St. Louis,1
John Lange,J. Lange,#00bfff,none,1
Yoshihiro Kawahara,Y. Kawahara,#ffc0cb,University of Tokyo,1
Daniela Rus,D. Rus,#ffc0cb,Massachusetts Institute of Technology,1
Ryuma Niiyama,R. Niiyama,#ffc0cb,University of Tokyo,1
Jeffrey Yu,J. Yu,#00bfff,none,1
Tengjiao Wang,T. Wang,#32CD32,Peking University,1
Paulo Veríssimo,P. Veríssimo,#00bfff,University of Luxembourg,1
Miguel Correia,M. Correia,#00bfff,Universidade de Lisboa,1
Mahadev Satyanarayanan,M. Satyanarayanan,#00bfff,Carnegie Mellon University,1
Rajesh Balan,R. Balan,#00bfff,none,1
Darren Gergle,D. Gergle,#ffc0cb,Northwestern University,1
James Herbsleb,J. Herbsleb,#00bfff,none,1
David O'Hallaron,D. O'Hallaron,#00bfff,none,1
Eyal de Lara,E. de Lara,#00bfff,University of Toronto,1
Michael Brudno,M. Brudno,#ffc0cb,University of Toronto,1
Chengjun Liu,C. Liu,#32CD32,NJIT,0
Marios Papaefthymiou,M. Papaefthymiou,#00bfff,none,1
Thomas Wenisch,T. Wenisch,#00bfff,none,1
Gautam Biswas,G. Biswas,#32CD32,Vanderbilt University,1
Xenofon Koutsoukos,X. Koutsoukos,#00bfff,none,1
Douglas Schmidt,D. Schmidt,#32CD32,none,1
E. Emerson,E. Emerson,#d3d3d3,none,1
Jyotirmoy Deshmukh,J. Deshmukh,#ffff00,none,1
Sriram Sankaranarayanan,S. Sankaranarayanan,#ffff00,University of Colorado Boulder,1
Charalampos Papamanthou,C. Papamanthou,#00bfff,University of Maryland - College Park,1
Nikos Triandopoulos,N. Triandopoulos,#00bfff,Stevens Institute of Technology,1
Michael Goodrich,M. Goodrich,#ffff00,none,1
Cristina Lopes,C. Lopes,#00bfff,none,1
Roberto Tamassia,R. Tamassia,#00bfff,Brown University,1
Andrew Miller,A. Miller,#00bfff,Univ. of Illinois at Urbana-Champaign,1
Jonathan Katz,J. Katz,#ffff00,University of Maryland - College Park,1
Sanjam Garg,S. Garg,#ffff00,University of California - Berkeley,1
Seny Kamara,S. Kamara,#00bfff,Brown University,1
Alptekin Küpçü,A. Küpçü,#00bfff,Koç University,1
Prateek Mittal,P. Mittal,#00bfff,Princeton University,1
Dawn Song,D. Song,#00bfff,University of California - Berkeley,1
Ke Yi,K. Yi,#00bfff,HKUST,1
Daniel Genkin,D. Genkin,#ffff00,University of Michigan,1
Jia Deng,J. Deng,#32CD32,University of Michigan,1
Kai Li,K. Li,#00bfff,none,1
Fei-Fei Li,F. Li,#32CD32,Stanford University,1
Alexander Berg,A. Berg,#32CD32,none,1
Olga Russakovsky,O. Russakovsky,#32CD32,Princeton University,1
Tamara Berg,T. Berg,#32CD32,none,1
Vicente Ordonez,V. Ordonez,#32CD32,University of Virginia,1
Connelly Barnes,C. Barnes,#ffc0cb,University of Virginia,1
Adam Finkelstein,A. Finkelstein,#ffc0cb,Princeton University,1
Szymon Rusinkiewicz,S. Rusinkiewicz,#ffc0cb,Princeton University,1
Tim Weyrich,T. Weyrich,#ffc0cb,University College London,1
Rada Mihalcea,R. Mihalcea,#32CD32,University of Michigan,1
David Held,D. Held,#ffc0cb,Carnegie Mellon University,1
Silvio Savarese,S. Savarese,#32CD32,Stanford University,1
Pieter Abbeel,P. Abbeel,#ffc0cb,University of California - Berkeley,1
Anca Dragan,A. Dragan,#ffc0cb,University of California - Berkeley,1
Subbarao Kambhampati,S. Kambhampati,#32CD32,Arizona State University,1
Matthias Scheutz,M. Scheutz,#ffc0cb,Tufts University,1
Lynne Parker,L. Parker,#ffc0cb,University of Tennessee,1
Alan Fern,A. Fern,#32CD32,Oregon State University,1
Mausam ,M. ,#32CD32,none,1
Daniel Weld,D. Weld,#32CD32,none,1
Gillian Hayes,G. Hayes,#ffc0cb,none,1
Elizabeth Mynatt,E. Mynatt,#ffc0cb,none,1
Paul Dourish,P. Dourish,#ffc0cb,University of California - Irvine,1
Alfred Kobsa,A. Kobsa,#ffc0cb,University of California - Irvine,1
Khai Truong,K. Truong,#ffc0cb,none,1
Jed Brubaker,J. Brubaker,#ffc0cb,none,1
Melissa Mazmanian,M. Mazmanian,#ffc0cb,University of California - Irvine,1
Amy Voida,A. Voida,#ffc0cb,University of Colorado Boulder,1
Julie Kientz,J. Kientz,#ffc0cb,none,1
Rebecca Grinter,R. Grinter,#ffc0cb,none,1
Shwetak Patel,S. Patel,#ffc0cb,University of Washington,1
Shaun Kane,S. Kane,#ffc0cb,none,1
Marc Langheinrich,M. Langheinrich,#ffc0cb,Università della Svizzera italiana,1
Duong Phan,D. Phan,#ffff00,none,1
Ron Steinfeld,R. Steinfeld,#ffff00,Monash University,1
Damien Stehlé,D. Stehlé,#ffff00,Ecole Normale Superieure de Lyon,1
Sanjay Bhattacherjee,S. Bhattacherjee,#d3d3d3,Ecole Normale Superieure de Lyon,1
Shweta Agrawal,S. Agrawal,#ffff00,IIT Madras,1
Ngai-Man Cheung,N. Cheung,#32CD32,SUTD,0
Bruce Krogh,B. Krogh,#00bfff,none,1
Matthias Althoff,M. Althoff,#ffc0cb,TU Munich,1
André Platzer,A. Platzer,#ffff00,Carnegie Mellon University,1
Bruno Sinopoli,B. Sinopoli,#00bfff,Carnegie Mellon University,1
Shuangjiu Xiao,S. Xiao,#ffc0cb,Shanghai Jiao Tong University,1
Xubo Yang,X. Yang,#ffc0cb,Shanghai Jiao Tong University,1
Guido Sanguinetti,G. Sanguinetti,#ffc0cb,University of Edinburgh,0
Achim Blumensath,A. Blumensath,#ffff00,Masaryk University,1
Denis Kuperberg,D. Kuperberg,#00bfff,Ecole Normale Superieure de Lyon,1
Pawel Parys,P. Parys,#ffff00,University of Warsaw,1
Frank Neumann,F. Neumann,#32CD32,none,1
Markus 0007,M. 0007,#32CD32,none,1
Tat-Jun Chin,T. Chin,#32CD32,University of Adelaide,1
David Finkel,D. Finkel,#d3d3d3,Worcester Polytechnic Institute,0
Jamie Morgenstern,J. Morgenstern,#32CD32,Georgia Institute of Technology,1
Yishay Mansour,Y. Mansour,#ffff00,Tel Aviv University,1
Avrim Blum,A. Blum,#32CD32,TTI Chicago,1
Ariel Procaccia,A. Procaccia,#32CD32,none,1
Tim Roughgarden,T. Roughgarden,#ffff00,Stanford University,1
Simina Brânzei,S. Brânzei,#32CD32,Purdue University,1
Sampath Kannan,S. Kannan,#ffff00,University of Pennsylvania,1
Aaron Roth,A. Roth,#ffff00,University of Pennsylvania,1
S. Weinberg,S. Weinberg,#ffff00,none,1
Michal Feldman,M. Feldman,#ffff00,Tel Aviv University,1
Michael Kearns,M. Kearns,#32CD32,University of Pennsylvania,1
Sanjeev Khanna,S. Khanna,#ffff00,University of Pennsylvania,1
Justin Hsu,J. Hsu,#00bfff,University of Wisconsin - Madison,1
Rakesh Vohra,R. Vohra,#ffff00,University of Pennsylvania,1
Yue Ning,Y. Ning,#32CD32,Stevens Institute of Technology,1
Naren Ramakrishnan,N. Ramakrishnan,#32CD32,Virginia Tech,1
Chang-Tien Lu,C. Lu,#32CD32,Virginia Tech,1
Huzefa Rangwala,H. Rangwala,#32CD32,George Mason University,1
Lucian Ilie,L. Ilie,#ffc0cb,Western University,0
Gautam Kamath,G. Kamath,#32CD32,University of Waterloo,1
Constantinos Daskalakis,C. Daskalakis,#ffff00,Massachusetts Institute of Technology,1
Jayadev Acharya,J. Acharya,#32CD32,Cornell University,1
Christos Tzamos,C. Tzamos,#ffff00,University of Wisconsin - Madison,1
Ilias Diakonikolas,I. Diakonikolas,#ffff00,University of Southern California,1
Daniel Kane,D. Kane,#ffff00,none,1
Anindya De,A. De,#ffff00,Northwestern University,1
Uwe Zimmer,U. Zimmer,#ffc0cb,Australian National University,0
Fillia Makedon,F. Makedon,#32CD32,University of Texas at Arlington,1
Amit Chakrabarti,A. Chakrabarti,#ffff00,Dartmouth College,1
Heng Huang,H. Huang,#32CD32,University of Pittsburgh,1
Hua Wang,H. Wang,#32CD32,Colorado School of Mines,1
James Kwok,J. Kwok,#32CD32,none,1
Kai Zhang,K. Zhang,#32CD32,none,1
Changshui Zhang,C. Zhang,#32CD32,Tsinghua University,1
Zhi-Hua Zhou,Z. Zhou,#32CD32,Nanjing University,1
Candace Sidner,C. Sidner,#ffc0cb,none,1
Charles Rich,C. Rich,#ffc0cb,Worcester Polytechnic Institute,1
Bernard Chazelle,B. Chazelle,#ffff00,Princeton University,1
Nir Ailon,N. Ailon,#32CD32,Technion,1
Seshadhri Comandur,S. Comandur,#ffff00,University of California - Santa Cruz,1
Yevgeniy Vorobeychik,Y. Vorobeychik,#32CD32,Washington University in St. Louis,1
Aron Laszka,A. Laszka,#32CD32,University of Houston,1
Janos Sztipanovits,J. Sztipanovits,#00bfff,Vanderbilt University,1
Chenyang Lu,C. Lu,#00bfff,Washington University in St. Louis,1
Panos Antsaklis,P. Antsaklis,#ffc0cb,none,1
Ákos Lédeczi,Á. Lédeczi,#00bfff,Vanderbilt University,1
Per Runeson,P. Runeson,#00bfff,Lund University,0
Pang-Ning Tan,P. Tan,#32CD32,Michigan State University,1
Abdol-Hossein Esfahanian,A. Esfahanian,#32CD32,Michigan State University,1
Lane Hemaspaandra,L. Hemaspaandra,#32CD32,none,1
Edith Hemaspaandra,E. Hemaspaandra,#32CD32,Rochester Institute of Technology,1
Noam Hazon,N. Hazon,#32CD32,Ariel University,1
David Sarne,D. Sarne,#32CD32,Bar-Ilan University,1
Sarit Kraus,S. Kraus,#32CD32,Bar-Ilan University,1
Yonatan Aumann,Y. Aumann,#32CD32,Bar-Ilan University,1
Noa Agmon,N. Agmon,#ffc0cb,Bar-Ilan University,1
Gal Kaminka,G. Kaminka,#32CD32,none,1
Edith Elkind,E. Elkind,#32CD32,University of Oxford,1
Svetlana Obraztsova,S. Obraztsova,#32CD32,Nanyang Technological University,1
Bo An,B. An,#32CD32,Nanyang Technological University,1
Yang Wang,Y. Wang,#32CD32,none,1
Yang Wang,Y. Wang,#32CD32,none,1
Greg Mori,G. Mori,#32CD32,Simon Fraser University,1
Ali Farhadi,A. Farhadi,#32CD32,University of Washington,1
Zicheng Liao,Z. Liao,#32CD32,Zhejiang University,1
David Forsyth,D. Forsyth,#32CD32,none,1
Gholamreza Haffari,G. Haffari,#32CD32,Monash University,1
Mark Drew,M. Drew,#32CD32,none,1
Ze-Nian Li,Z. Li,#32CD32,Simon Fraser University,1
Marc Stevens,M. Stevens,#ffff00,CWI,1
Arjen Lenstra,A. Lenstra,#ffff00,none,1
Denis Wolf,D. Wolf,#ffc0cb,none,1
Jefferson Souza,J. Souza,#ffc0cb,none,1
Fabio Ramos,F. Ramos,#ffc0cb,University of Sydney,1
Onofre Júnior,O. Júnior,#ffc0cb,none,1
Kalinka Branco,K. Branco,#ffc0cb,none,1
Fernando Osório,F. Osório,#ffc0cb,none,1
Yang 0009,Y. 0009,#00bfff,none,1
Manos Kapritsos,M. Kapritsos,#00bfff,University of Michigan,1
Lorenzo Alvisi,L. Alvisi,#00bfff,Cornell University,1
David Klappholz,D. Klappholz,#00bfff,Stevens Institute of Technology,0
Hongyan Li,H. Li,#00bfff,Peking University,1
Bin Cui,B. Cui,#00bfff,none,1
Eva Darulova,E. Darulova,#00bfff,Max Planck Institute,1
Rupak Majumdar,R. Majumdar,#ffff00,Max Planck Institute,1
Indranil Saha,I. Saha,#00bfff,IIT Kanpur,1
Viktor Kuncak,V. Kuncak,#00bfff,EPFL,1
Felienne Hermans,F. Hermans,#00bfff,TU Delft,1
Emerson Murphy-Hill,E. Murphy-Hill,#00bfff,none,1
Arie van Deursen,A. van Deursen,#00bfff,TU Delft,1
Santosh Pande,S. Pande,#00bfff,Georgia Institute of Technology,1
Changhee Jung,C. Jung,#00bfff,Virginia Tech,1
Kun Zhang,K. Zhang,#32CD32,Carnegie Mellon University,1
Alan Kaminsky,A. Kaminsky,#d3d3d3,Rochester Institute of Technology,0
Sandy Irani,S. Irani,#ffff00,University of California - Irvine,1
Dorit Aharonov,D. Aharonov,#ffff00,Hebrew University of Jerusalem,1
John Augustine,J. Augustine,#ffff00,IIT Madras,1
Chi-Wing Fu,C. Fu,#ffc0cb,Chinese University of Hong Kong,1
Sai-Kit Yeung,S. Yeung,#32CD32,HKUST,1
Chi-Keung Tang,C. Tang,#32CD32,HKUST,1
Ying He,Y. He,#ffc0cb,none,1
Jiaya Jia,J. Jia,#32CD32,Chinese University of Hong Kong,1
Pedro Sander,P. Sander,#ffc0cb,none,1
Daniel Cohen-Or,D. Cohen-Or,#ffc0cb,Tel Aviv University,1
Tien-Tsin Wong,T. Wong,#ffc0cb,Chinese University of Hong Kong,1
Wei Zeng,W. Zeng,#ffc0cb,Florida International University,1
Huamin Qu,H. Qu,#ffc0cb,HKUST,1
Dani Lischinski,D. Lischinski,#ffc0cb,Hebrew University of Jerusalem,1
Michael Brown,M. Brown,#32CD32,none,1
Wooi-Boon Goh,W. Goh,#ffc0cb,Nanyang Technological University,1
Oliver Deussen,O. Deussen,#ffc0cb,University of Konstanz,1
Niloy Mitra,N. Mitra,#ffc0cb,none,1
Jianmin Zheng,J. Zheng,#ffc0cb,Nanyang Technological University,1
Carsten Schürmann,C. Schürmann,#ffc0cb,IT University of Copenhagen,1
Helge Ritter,H. Ritter,#ffc0cb,none,1
David Basin,D. Basin,#00bfff,none,1
Cas Cremers,C. Cremers,#00bfff,CISPA Helmholtz Center i.G.,1
Benedikt Schmidt,B. Schmidt,#00bfff,IMDEA Software Institute,1
Boris Köpf,B. Köpf,#00bfff,IMDEA Software Institute,1
Srdjan Capkun,S. Capkun,#00bfff,ETH Zurich,1
Joel Reardon,J. Reardon,#00bfff,University of Calgary,1
Joachim Buhmann,J. Buhmann,#32CD32,none,1
James Allan,J. Allan,#32CD32,University of Massachusetts Amherst,1
Ralph Grishman,R. Grishman,#32CD32,New York University,1
Kathy McKeown,K. McKeown,#32CD32,Columbia University,1
Ramesh Sitaraman,R. Sitaraman,#00bfff,none,1
Ben Carterette,B. Carterette,#32CD32,University of Delaware,1
Javed Aslam,J. Aslam,#32CD32,none,1
Laura Dietz,L. Dietz,#32CD32,University of New Hampshire,1
Jiepu Jiang,J. Jiang,#32CD32,Virginia Tech,1
Shlomo Zilberstein,S. Zilberstein,#32CD32,University of Massachusetts Amherst,1
Mark Corner,M. Corner,#00bfff,none,1
Don Towsley,D. Towsley,#00bfff,University of Massachusetts Amherst,1
Brian Levine,B. Levine,#00bfff,none,1
Nilanjan Banerjee,N. Banerjee,#00bfff,Univ. of Maryland - Baltimore County,1
Prashant Shenoy,P. Shenoy,#00bfff,none,1
Jacob Sorber,J. Sorber,#00bfff,Clemson University,1
Emery Berger,E. Berger,#00bfff,University of Massachusetts Amherst,1
Deepak Ganesan,D. Ganesan,#00bfff,University of Massachusetts Amherst,1
Lin Zhong,L. Zhong,#00bfff,Rice University,1
Yangdong Deng,Y. Deng,#00bfff,Tsinghua University,1
Yuhao Zhu,Y. Zhu,#00bfff,University of Rochester,1
Tatsuya Harada,T. Harada,#ffc0cb,University of Tokyo,1
Yasuo Kuniyoshi,Y. Kuniyoshi,#ffc0cb,University of Tokyo,1
Daniel Cremers,D. Cremers,#32CD32,TU Munich,1
Yoshitaka Ushiku,Y. Ushiku,#32CD32,University of Tokyo,1
Hideki Nakayama,H. Nakayama,#ffc0cb,University of Tokyo,1
Andre Scedrov,A. Scedrov,#ffff00,University of Pennsylvania,1
Gilles Barthe,G. Barthe,#00bfff,IMDEA Software Institute,1
Dario Fiore,D. Fiore,#ffff00,IMDEA Software Institute,1
John Mitchell,J. Mitchell,#00bfff,none,1
Wojciech Rytter,W. Rytter,#ffff00,University of Warsaw,1
Tomasz Walen,T. Walen,#ffff00,University of Warsaw,1
Jakub Radoszewski,J. Radoszewski,#ffff00,University of Warsaw,1
Kannan Srinivasan,K. Srinivasan,#00bfff,Ohio State University,1
Sachin Katti,S. Katti,#00bfff,Stanford University,1
Bhaskar Krishnamachari,B. Krishnamachari,#00bfff,University of Southern California,1
Bradford Campbell,B. Campbell,#00bfff,University of Virginia,1
Prabal Dutta,P. Dutta,#00bfff,University of California - Berkeley,1
Keith Winstein,K. Winstein,#00bfff,Stanford University,1
David Culler,D. Culler,#00bfff,University of California - Berkeley,1
Rodrigo Fonseca,R. Fonseca,#00bfff,Brown University,1
Joseph Hellerstein,J. Hellerstein,#00bfff,none,1
Dan Boneh,D. Boneh,#00bfff,Stanford University,1
Omprakash Gnawali,O. Gnawali,#00bfff,University of Houston,1
John Regehr,J. Regehr,#00bfff,University of Utah,1
Prasun Sinha,P. Sinha,#00bfff,Ohio State University,1
Michael Freedman,M. Freedman,#00bfff,none,1
Ryan Stutsman,R. Stutsman,#00bfff,University of Utah,1
Nickolai Zeldovich,N. Zeldovich,#00bfff,Massachusetts Institute of Technology,1
David Mazières,D. Mazières,#00bfff,Stanford University,1
Kyle Jamieson,K. Jamieson,#00bfff,Princeton University,1
Ramesh Govindan,R. Govindan,#00bfff,University of Southern California,1
Paolo Rech,P. Rech,#00bfff,UFRGS,1
Flávio Wagner,F. Wagner,#d3d3d3,none,1
Gabriel Nazar,G. Nazar,#d3d3d3,none,1
Philippe Navaux,P. Navaux,#00bfff,none,1
José Cela,J. Cela,#00bfff,none,1
Luigi Carro,L. Carro,#d3d3d3,UFRGS,1
Razvan Bunescu,R. Bunescu,#32CD32,none,1
Janyce Wiebe,J. Wiebe,#32CD32,University of Pittsburgh,1
Louis-Philippe Morency,L. Morency,#32CD32,Carnegie Mellon University,1
Cornelia Caragea,C. Caragea,#32CD32,University of Illinois at Chicago,1
Dorit Merhof,D. Merhof,#ffc0cb,RWTH Aachen,0
Yanjie Fu,Y. Fu,#32CD32,Missouri University of Technology,1
Spiros Papadimitriou,S. Papadimitriou,#32CD32,Rutgers University,1
Enhong Chen,E. Chen,#32CD32,USTC,1
Vojtech Forejt,V. Forejt,#ffff00,University of Oxford,1
Rajeev Alur,R. Alur,#ffff00,University of Pennsylvania,1
Ashutosh Trivedi,A. Trivedi,#ffff00,University of Colorado Boulder,1
Antonín Kucera,A. Kucera,#ffff00,Masaryk University,1
Tomás Brázdil,T. Brázdil,#ffff00,Masaryk University,1
Jan Kretínský,J. Kretínský,#ffff00,TU Munich,1
Martha Kim,M. Kim,#00bfff,none,1
Kenneth Ross,K. Ross,#00bfff,none,1
Stephen Edwards,S. Edwards,#00bfff,none,1
Todd Austin,T. Austin,#00bfff,none,1
Mark Oskin,M. Oskin,#00bfff,University of Washington,1
Alfredo Goldman,A. Goldman,#d3d3d3,USP,0
Shie Mannor,S. Mannor,#32CD32,Technion,1
Doina Precup,D. Precup,#32CD32,McGill University,1
Csaba Szepesvári,C. Szepesvári,#32CD32,University of Alberta,1
John Tsitsiklis,J. Tsitsiklis,#00bfff,none,1
Koby Crammer,K. Crammer,#32CD32,Technion,1
Ran El-Yaniv,R. El-Yaniv,#32CD32,Technion,1
Yoav Etsion,Y. Etsion,#00bfff,Technion,1
Ariel Orda,A. Orda,#00bfff,Technion,1
Lu Wang,L. Wang,#00bfff,Northeastern University,1
Ulrich Neumann,U. Neumann,#32CD32,University of Southern California,1
Yunhao Liu,Y. Liu,#00bfff,Tsinghua University,1
Zengfeng Huang,Z. Huang,#00bfff,UNSW,1
Feifei Li,F. Li,#00bfff,none,1
Daniel Vogel,D. Vogel,#ffc0cb,none,1
Urs Hengartner,U. Hengartner,#00bfff,University of Waterloo,1
Edward Lank,E. Lank,#ffc0cb,University of Waterloo,1
Ravin Balakrishnan,R. Balakrishnan,#ffc0cb,University of Toronto,1
Maneesh Agrawala,M. Agrawala,#ffc0cb,Stanford University,1
Xing-Dong Yang,X. Yang,#ffc0cb,Dartmouth College,1
Björn Hartmann,B. Hartmann,#ffc0cb,University of California - Berkeley,1
Joyce Ho,J. Ho,#32CD32,none,1
Jimeng Sun,J. Sun,#32CD32,Georgia Institute of Technology,1
Adrienne Decker,A. Decker,#d3d3d3,Rochester Institute of Technology,0
Jan van Gemert,J. van Gemert,#32CD32,none,0
Kay Robbins,K. Robbins,#d3d3d3,University of Texas at San Antonio,0
Ting Chen,T. Chen,#ffc0cb,University of Southern California,1
AnHai Doan,A. Doan,#00bfff,University of Wisconsin - Madison,1
Tulika Mitra,T. Mitra,#00bfff,National University of Singapore,1
Abhik Roychoudhury,A. Roychoudhury,#00bfff,National University of Singapore,1
Ben Liblit,B. Liblit,#00bfff,University of Wisconsin - Madison,1
Dimitris Metaxas,D. Metaxas,#32CD32,none,1
Jie Tang,J. Tang,#32CD32,none,1
Juan-Zi Li,J. Li,#32CD32,Tsinghua University,1
Guofei Gu,G. Gu,#00bfff,Texas A&M University,1
Yajin Zhou,Y. Zhou,#00bfff,Zhejiang University,1
Fei Wu,F. Wu,#32CD32,none,1
Jun Xiao,J. Xiao,#32CD32,none,1
Yueting Zhuang,Y. Zhuang,#32CD32,Zhejiang University,1
Siliang Tang,S. Tang,#32CD32,Zhejiang University,1
Weiming Lu,W. Lu,#32CD32,Zhejiang University,1
Dacheng Tao,D. Tao,#32CD32,University of Sydney,1
Xiaofei He,X. He,#32CD32,Zhejiang University,1
Jiebo Luo,J. Luo,#32CD32,University of Rochester,1
Zhou Yu,Z. Yu,#32CD32,University of California - Davis,1
Qi Tian,Q. Tian,#32CD32,none,1
Bin Yu,B. Yu,#32CD32,none,1
Zhou Zhao,Z. Zhao,#32CD32,Zhejiang University,1
Yuval Yarom,Y. Yarom,#00bfff,University of Adelaide,1
Eran Tromer,E. Tromer,#ffff00,Tel Aviv University,1
Ruby Lee,R. Lee,#00bfff,none,1
Gernot Heiser,G. Heiser,#00bfff,UNSW,1
Damith Ranasinghe,D. Ranasinghe,#00bfff,none,1
Thomas Ristenpart,T. Ristenpart,#ffff00,Cornell University,1
Jie Zhang,J. Zhang,#32CD32,none,1
Neil Yorke-Smith,N. Yorke-Smith,#32CD32,TU Delft,1
Yang Liu,Y. Liu,#00bfff,none,1
Robin Cohen,R. Cohen,#32CD32,University of Waterloo,1
Alessandro Bozzon,A. Bozzon,#32CD32,TU Delft,1
Barbara Grosz,B. Grosz,#32CD32,none,1
Ofra Amir,O. Amir,#32CD32,Technion,1
Krzysztof Gajos,K. Gajos,#ffc0cb,Harvard University,1
Mubarak Shah,M. Shah,#32CD32,University of Central Florida,1
Robert Collins,R. Collins,#32CD32,none,1
Yanxi Liu,Y. Liu,#32CD32,Pennsylvania State University,1
Devi Parikh,D. Parikh,#32CD32,Georgia Institute of Technology,1
Tsuhan Chen,T. Chen,#32CD32,National University of Singapore,1
Dhruv Batra,D. Batra,#32CD32,Georgia Institute of Technology,1
Henry Kautz,H. Kautz,#32CD32,none,1
Parag Singla,P. Singla,#32CD32,IIT Delhi,1
Junsong Yuan,J. Yuan,#32CD32,University at Buffalo,1
Guo-Jun Qi,G. Qi,#32CD32,University of Central Florida,1
Brittany Duncan,B. Duncan,#ffc0cb,none,1
Robin Murphy,R. Murphy,#ffc0cb,none,1
Chin-Wan Chung,C. Chung,#00bfff,KAIST,1
Yufei Tao,Y. Tao,#00bfff,Chinese University of Hong Kong,1
Peter Winkler,P. Winkler,#ffff00,none,1
Uri Zwick,U. Zwick,#ffff00,Tel Aviv University,1
Mikkel Thorup,M. Thorup,#ffff00,University of Copenhagen,1
Ajit Rajwade,A. Rajwade,#32CD32,IIT Bombay,1
Arunava Banerjee,A. Banerjee,#32CD32,University of Florida,1
Anand Rangarajan,A. Rangarajan,#32CD32,none,1
Anthony Tung,A. Tung,#00bfff,none,1
Uwe Glässer,U. Glässer,#32CD32,Simon Fraser University,1
Süleyman Sahinalp,S. Sahinalp,#ffc0cb,none,1
Jignesh Patel,J. Patel,#00bfff,none,1
Xudong Liu,X. Liu,#32CD32,Beihang University,1
Steven Hoi,S. Hoi,#32CD32,none,1
Jin-Yi Cai,J. Cai,#ffff00,University of Wisconsin - Madison,1
Oliver Schulte,O. Schulte,#32CD32,Simon Fraser University,1
Hiroshi Esaki,H. Esaki,#00bfff,University of Tokyo,0
Richard Brent,R. Brent,#d3d3d3,Australian National University,1
